what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1388763455224
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1388763455224
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763489728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763496044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763500085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763508030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763515198
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.rename",1388763515202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1388763515992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763516426
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763522998
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763523007
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763523236
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1388763523238
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763525819
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763547793
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763548080
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763549045
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763550736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763551828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763552088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763553307
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763557035
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763571364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1388763571368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1388763571368
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763572908
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763574012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763575772
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763583604
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763588434
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763588900
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1388763588904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763592139
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763592489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1388763592493
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763594154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763594516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1388763594520
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763597728
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763601112
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763602000
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763602500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763604057
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763605624
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1388763606793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763609000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763613024
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1388763613030
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763613731
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763615300
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763616726
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763621180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1388763621186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763623855
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763635473
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1388763635478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763637359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1388763638110
